date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,OT
2019/03/05 14:30,11.8,997.099976,3.4,313,0,0,7.35,37.72,1000.35,3.49,331.76,0.0,0.0,0.0,0.0
2019/03/05 14:45,11.7,997.200012,3.1,326,0,0,7.14,38.34,1000.55,3.38,326.28,0.0,0.0,0.0,0.0
2019/03/05 15:00,11.1,997.400024,1.8,333,0,0,6.96,38.85,1000.77,3.3,321.51,0.0,0.0,0.0,0.0
2019/03/05 15:15,10.5,997.700012,0.5,148,0,0,6.8,39.28,1000.99,3.24,316.76,0.0,0.0,0.0,0.0
2019/03/05 15:30,10.5,997.799988,0.9,262,0,0,6.65,39.64,1001.19,3.18,312.04,0.0,0.0,0.0,0.0
2019/03/05 15:45,10.5,997.900024,0.0,332,0,0,6.52,39.91,1001.38,3.11,307.71,0.0,0.0,0.0,0.0
2019/03/05 16:00,10.5,998.099976,0.6,292,0,0,8.24,25.79,1000.89,3.49,339.18,0.0,0.0,0.0,0.0
2019/03/05 16:15,10.7,998.099976,1.3,328,0,0,8.02,25.99,1000.98,3.34,324.34,0.0,0.0,0.0,0.0
2019/03/05 16:30,10.4,998.299988,0.4,355,0,0,7.87,26.03,1001.29,3.36,308.71,0.0,0.0,0.0,0.0
2019/03/05 16:45,10.8,998.5,1.3,324,0,0,7.72,26.02,1001.26,3.54,296.38,0.0,0.0,0.0,0.0
2019/03/05 17:00,10.4,998.599976,1.4,312,0,0,7.55,26.02,1001.27,3.77,291.41,0.0,0.0,0.0,0.0
2019/03/05 17:15,10.1,998.900024,0.4,345,0,0,7.38,26.13,1001.31,3.95,291.68,0.0,0.0,0.0,0.0
2019/03/05 17:30,10.4,999.099976,1.3,279,0,0,7.18,26.4,1001.25,4.1,293.93,0.0,0.0,0.0,0.0
2019/03/05 17:45,9.3,999.099976,1.1,278,0,0,6.95,26.86,1001.12,4.22,296.72,0.0,0.0,0.0,0.0
2019/03/05 18:00,8.900001,999.299988,1.4,268,0,0,6.71,27.46,1001.34,4.28,298.94,0.0,0.0,0.0,0.0
2019/03/05 18:15,8.900001,999.299988,1.5,250,0,0,6.41,28.28,1001.49,4.24,298.74,0.0,0.0,0.0,0.0
2019/03/05 18:30,7.2,999.599976,1.2,239,0,0,6.07,29.25,1001.66,4.16,296.45,0.0,0.0,0.0,0.0
2019/03/05 18:45,8.3,999.599976,1.2,251,0,0,5.75,30.21,1001.76,4.11,294.18,0.0,0.0,0.0,0.0
2019/03/05 19:00,8.2,999.599976,0.9,250,0,0,5.45,31.13,1001.86,4.08,292.69,0.0,0.0,0.0,0.0
2019/03/06 08:00,13.7,999.900024,2.7,295,552,173,12.06,13.22,1004.13,7.0,53.12,417.5,43.75999999999999,373.74,16.63113
2019/03/06 08:15,14.0,1000.099976,5.3,323,494,162,11.98,13.19,1004.31,6.65,55.83,364.16,41.47000000000003,322.69,14.534629999999998
2019/03/06 08:30,13.9,1000.5,5.8,352,428,143,11.91,13.14,1004.38,6.32,58.31,327.2,39.74000000000001,287.46,12.23906
2019/03/06 08:45,13.4,1000.5,4.6,325,356,114,11.78,13.14,1004.44,6.0,60.39,270.14,36.73999999999998,233.4,10.08481
2019/03/06 09:00,13.2,1000.700012,5.7,354,283,90,11.68,13.19,1004.54,5.74,63.06,231.3,34.410000000000025,196.89,7.856407000000001
2019/03/06 09:15,12.9,1000.900024,3.5,10,214,66,11.5,13.5,1004.62,5.68,69.44,172.46,30.230000000000015,142.23,5.754328
2019/03/06 09:30,12.6,1001.099976,3.5,329,152,48,11.15,14.26,1004.74,6.05,82.72,133.37,26.78,106.59,3.704094
2019/03/06 09:45,12.1,1001.400024,4.7,342,86,32,10.38,15.75,1004.88,6.7,95.7,76.53,20.130000000000003,56.4,1.942008
2019/03/06 10:00,11.7,1001.700012,4.1,349,34,19,9.55,17.12,1005.04,6.91,99.58,41.47,14.079999999999998,27.39,0.6999449999999999
2019/03/06 10:15,11.2,1002.099976,3.7,345,3,3,8.89,18.47,1005.2,6.34,97.91,1.44,1.26,0.18,0.096187
2019/03/06 10:30,10.5,1002.5,4.5,353,0,0,8.45,20.24,1005.32,5.58,98.85,0.0,0.0,0.0,0.0
2019/03/06 10:45,9.400001,1003.099976,3.2,348,0,0,8.03,22.09,1005.52,5.37,105.1,0.0,0.0,0.0,0.0
2019/03/06 11:00,8.8,1003.5,3.2,19,0,0,7.58,23.39,1005.82,5.65,109.89,0.0,0.0,0.0,0.0
2019/03/06 11:15,8.400001,1004.0,3.2,20,0,0,7.16,24.25,1006.12,5.82,111.81,0.0,0.0,0.0,0.0
2019/03/06 11:30,7.9,1004.400024,2.6,29,0,0,6.76,25.17,1006.45,5.49,113.9,0.0,0.0,0.0,0.0
2019/03/06 11:45,7.5,1004.700012,2.6,357,0,0,6.39,26.07,1006.76,4.83,116.77,0.0,0.0,0.0,0.0
2019/03/06 12:00,7.1,1005.099976,1.3,35,0,0,6.05,26.94,1007.07,4.14,120.07,0.0,0.0,0.0,0.0
2019/03/06 12:15,6.6,1005.400024,1.5,24,0,0,5.73,27.79,1007.4,3.55,124.19,0.0,0.0,0.0,0.0
2019/03/06 12:30,6.5,1005.799988,1.2,352,0,0,5.47,28.33,1007.71,3.13,129.6,0.0,0.0,0.0,0.0
2019/03/06 12:45,6.1,1006.099976,0.5,0,0,0,5.3,28.45,1007.99,2.8,136.59,0.0,0.0,0.0,0.0
2019/03/06 13:00,6.0,1006.299988,1.1,204,0,0,5.16,28.43,1008.26,2.46,145.73,0.0,0.0,0.0,0.0
2019/03/06 13:15,5.6,1006.599976,0.6,165,0,0,5.06,28.3,1008.47,2.15,157.06,0.0,0.0,0.0,0.0
2019/03/06 13:30,5.4,1006.799988,0.3,272,0,0,4.95,28.42,1008.6,1.94,172.54,0.0,0.0,0.0,0.0
2019/03/06 13:45,5.2,1006.900024,0.3,309,0,0,4.76,28.62,1008.5,1.88,191.15,0.0,0.0,0.0,0.0
2019/03/06 14:00,5.0,1006.900024,0.4,263,0,0,4.53,28.75,1008.4,1.99,208.3,0.0,0.0,0.0,0.0
2019/03/06 14:15,5.0,1007.099976,0.3,273,0,0,4.24,28.94,1008.36,2.23,221.66,0.0,0.0,0.0,0.0
2019/03/06 14:30,5.0,1007.099976,0.0,250,0,0,3.95,29.12,1008.37,2.52,231.51,0.0,0.0,0.0,0.0
2019/03/06 14:45,4.8,1007.099976,0.0,298,0,0,3.66,29.33,1008.39,2.8,238.57,0.0,0.0,0.0,0.0
2019/03/06 15:00,5.1,1007.099976,0.0,321,0,0,3.39,29.5,1008.4,3.02,243.78,0.0,0.0,0.0,0.0
2019/03/06 15:15,5.1,1007.099976,0.0,314,0,0,3.16,29.63,1008.43,3.18,247.44,0.0,0.0,0.0,0.0
2019/03/06 15:30,5.5,1006.900024,0.5,308,0,0,2.96,29.78,1008.5,3.28,250.13,0.0,0.0,0.0,0.0
2019/03/06 15:45,5.5,1006.900024,0.4,308,0,0,2.77,29.94,1008.58,3.36,252.36,0.0,0.0,0.0,0.0
2019/03/06 16:00,5.2,1007.099976,0.4,135,0,0,4.34,25.97,1007.16,1.74,274.05,0.0,0.0,0.0,0.0
2019/03/06 16:15,4.2,1007.099976,0.0,163,0,0,4.12,26.22,1007.28,1.93,264.37,0.0,0.0,0.0,0.0
2019/03/06 16:30,4.3,1007.099976,0.7,250,0,0,3.91,26.33,1007.35,2.12,257.98,0.0,0.0,0.0,0.0
2019/03/06 16:45,4.2,1007.0,0.5,251,0,0,3.68,26.42,1007.44,2.3,252.58,0.0,0.0,0.0,0.0
2019/03/06 17:00,3.9,1007.099976,0.0,247,0,0,3.47,26.47,1007.66,2.46,252.01,0.0,0.0,0.0,0.0
2019/03/06 17:15,3.4,1007.200012,0.2,259,0,0,3.25,26.59,1007.68,2.57,252.96,0.0,0.0,0.0,0.0
2019/03/06 17:30,3.9,1007.099976,0.0,243,0,0,3.04,26.79,1007.52,2.63,251.69,0.0,0.0,0.0,0.0
2019/03/06 17:45,3.9,1007.099976,0.0,225,0,0,2.84,27.02,1007.26,2.68,249.91,0.0,0.0,0.0,0.0
2019/03/06 18:00,3.7,1007.200012,0.2,225,0,0,2.66,27.25,1007.24,2.75,249.57,0.0,0.0,0.0,0.0
2019/03/06 18:15,1.2,1007.400024,0.6,120,0,0,2.48,27.54,1007.13,2.86,247.59,0.0,0.0,0.0,0.0
2019/03/06 18:30,2.2,1007.099976,0.7,169,0,0,2.32,27.8,1007.15,2.97,244.71,0.0,0.0,0.0,0.0
2019/03/06 18:45,2.0,1006.900024,0.6,157,0,0,2.17,28.04,1007.24,3.1,242.46,0.0,0.0,0.0,0.0
2019/03/06 19:00,2.5,1006.599976,0.6,181,0,0,2.01,28.29,1007.18,3.24,240.62,0.0,0.0,0.0,0.0
2019/03/07 08:00,13.5,999.099976,1.9,40,515,185,13.97,15.62,1001.15,7.49,151.49,417.72,43.78000000000003,373.94,15.26569
2019/03/07 08:15,13.5,999.099976,1.7,65,457,168,13.91,15.89,1001.22,7.73,150.98,364.52,41.50999999999999,323.01,13.31006
2019/03/07 08:30,13.4,998.799988,3.9,16,395,150,13.85,16.24,1001.12,7.92,150.68,327.7,39.80000000000001,287.9,11.22844
2019/03/07 08:45,13.3,998.700012,1.8,43,326,122,13.73,16.85,1000.98,8.1,150.14,270.83,36.829999999999984,234.0,9.1315
2019/03/07 09:00,13.0,998.700012,2.3,67,254,97,13.54,17.68,1000.85,8.27,149.48,232.14,34.51999999999998,197.62,7.023188
2019/03/07 09:15,12.9,998.599976,2.4,21,188,73,13.23,18.49,1000.69,8.33,149.78,173.67,30.399999999999977,143.27,5.038688
2019/03/07 09:30,12.5,998.599976,3.9,46,127,54,12.93,19.17,1000.51,8.19,150.15,134.9,27.010000000000005,107.89,3.149071
2019/03/07 09:45,12.2,998.700012,3.6,48,68,36,12.45,20.02,1000.35,7.92,149.92,78.47,20.5,57.97,1.6046129999999998
2019/03/07 10:00,11.6,998.799988,2.1,52,19,17,11.93,20.95,1000.22,7.58,150.23,43.52,14.620000000000005,28.9,0.474004
2019/03/07 10:15,11.0,999.0,2.5,42,1,1,11.28,22.07,1000.12,7.23,150.93,2.68,2.0700000000000003,0.61,0.029498
2019/03/07 10:30,10.5,999.099976,3.1,38,0,0,10.75,23.12,1000.04,6.96,151.6,0.0,0.0,0.0,0.0
2019/03/07 10:45,10.1,999.200012,2.5,54,0,0,10.32,24.03,999.97,6.79,152.3,0.0,0.0,0.0,0.0
2019/03/07 11:00,9.8,999.400024,2.4,45,0,0,9.95,24.88,999.9,6.63,153.31,0.0,0.0,0.0,0.0
2019/03/07 11:15,9.7,999.400024,3.3,50,0,0,9.6,25.76,999.85,6.41,154.61,0.0,0.0,0.0,0.0
2019/03/07 11:30,8.8,999.5,2.1,32,0,0,9.26,26.71,999.92,6.11,156.7,0.0,0.0,0.0,0.0
2019/03/07 11:45,8.6,999.700012,1.9,27,0,0,8.93,27.73,1000.01,5.67,159.74,0.0,0.0,0.0,0.0
2019/03/07 12:00,8.900001,999.599976,2.3,14,0,0,8.59,28.85,1000.09,4.99,163.73,0.0,0.0,0.0,0.0
2019/03/07 12:15,8.7,999.700012,1.8,14,0,0,8.28,30.04,1000.23,3.97,170.56,0.0,0.0,0.0,0.0
2019/03/07 12:30,8.400001,999.799988,2.2,7,0,0,7.96,31.27,1000.42,2.73,184.41,0.0,0.0,0.0,0.0
2019/03/07 12:45,8.2,999.799988,1.5,12,0,0,7.64,32.43,1000.63,1.68,218.4,0.0,0.0,0.0,0.0
2019/03/07 13:00,8.2,1000.0,1.8,17,0,0,7.31,33.77,1000.78,1.31,267.95,0.0,0.0,0.0,0.0
2019/03/07 13:15,8.0,1000.099976,1.0,26,0,0,7.02,34.97,1000.86,1.53,289.8,0.0,0.0,0.0,0.0
2019/03/07 13:30,7.7,1000.200012,1.2,15,0,0,6.68,36.15,1000.91,2.06,292.17,0.0,0.0,0.0,0.0
2019/03/07 13:45,7.9,1000.200012,1.2,21,0,0,6.3,37.2,1000.85,2.73,292.33,0.0,0.0,0.0,0.0
2019/03/07 14:00,7.0,1000.299988,0.7,281,0,0,5.91,37.9,1000.84,3.4,295.44,0.0,0.0,0.0,0.0
2019/03/07 14:15,6.6,1000.299988,0.4,329,0,0,5.58,38.14,1000.87,3.91,298.37,0.0,0.0,0.0,0.0
2019/03/07 14:30,6.7,1000.400024,0.9,334,0,0,5.33,38.17,1000.92,4.16,300.59,0.0,0.0,0.0,0.0
2019/03/07 14:45,6.2,1000.299988,0.7,349,0,0,5.13,38.26,1000.94,4.19,300.71,0.0,0.0,0.0,0.0
2019/03/07 15:00,6.0,1000.200012,1.0,332,0,0,5.0,38.27,1000.93,4.11,298.64,0.0,0.0,0.0,0.0
2019/03/07 15:15,5.8,1000.099976,0.8,305,0,0,4.92,38.09,1000.93,3.99,296.54,0.0,0.0,0.0,0.0
2019/03/07 15:30,5.8,1000.0,1.2,337,0,0,4.88,37.75,1000.95,3.85,294.12,0.0,0.0,0.0,0.0
2019/03/07 15:45,6.1,999.900024,1.4,343,0,0,4.86,37.32,1001.0,3.71,293.27,0.0,0.0,0.0,0.0
2019/03/07 16:00,6.3,999.700012,1.3,326,0,0,4.94,36.27,1000.37,2.27,298.9,0.0,0.0,0.0,0.0
2019/03/07 16:15,6.0,999.599976,1.1,313,0,0,4.78,36.07,1000.55,2.44,290.61,0.0,0.0,0.0,0.0
2019/03/07 16:30,4.2,999.900024,0.9,148,0,0,4.63,35.77,1000.65,2.6,285.61,0.0,0.0,0.0,0.0
2019/03/07 16:45,4.4,999.900024,0.0,161,0,0,4.47,35.41,1000.23,2.67,282.97,0.0,0.0,0.0,0.0
2019/03/07 17:00,4.2,999.900024,0.3,124,0,0,4.39,34.97,1000.16,2.63,283.73,0.0,0.0,0.0,0.0
2019/03/07 17:15,4.4,999.900024,0.6,155,0,0,4.35,34.65,1000.13,2.49,287.42,0.0,0.0,0.0,0.0
2019/03/07 17:30,4.7,999.700012,0.5,151,0,0,4.29,34.53,999.85,2.35,289.47,0.0,0.0,0.0,0.0
2019/03/07 17:45,4.5,999.599976,1.0,125,0,0,4.22,34.52,999.75,2.27,284.81,0.0,0.0,0.0,0.0
2019/03/07 18:00,4.1,999.599976,0.8,149,0,0,4.15,34.57,999.8,2.28,283.1,0.0,0.0,0.0,0.0
2019/03/07 18:15,3.6,999.5,0.0,189,0,0,4.04,34.74,999.76,2.33,280.36,0.0,0.0,0.0,0.0
2019/03/07 18:30,3.3,999.200012,0.3,155,0,0,3.93,34.96,999.57,2.41,275.23,0.0,0.0,0.0,0.0
2019/03/07 18:45,2.9,999.099976,0.5,156,0,0,3.82,35.19,999.39,2.49,271.52,0.0,0.0,0.0,0.0
2019/03/07 19:00,2.8,998.900024,0.9,158,0,0,3.74,35.45,999.3,2.56,267.34,0.0,0.0,0.0,0.0
2019/03/08 08:00,13.3,993.0,2.1,32,356,221,16.19,19.19,993.45,7.58,144.34,300.48,32.04000000000002,268.44,10.57634
2019/03/08 08:15,13.4,992.900024,2.3,26,304,201,16.16,19.38,993.44,7.8,146.55,272.26,31.549999999999983,240.71,9.273907
2019/03/08 08:30,13.4,992.700012,3.0,17,246,149,16.07,19.58,993.34,8.06,148.27,250.99,31.02000000000001,219.97,6.6875160000000005
2019/03/08 08:45,13.7,992.700012,1.6,358,220,136,15.85,20.03,993.29,8.3,149.87,209.45,29.00999999999999,180.44,6.142391
2019/03/08 09:00,13.5,992.799988,0.5,299,124,87,15.58,20.55,993.24,8.44,151.63,178.5,27.05000000000001,151.45,3.433227
2019/03/08 09:15,13.3,992.599976,0.3,328,42,41,15.22,21.2,993.17,8.45,152.91,131.29,23.429999999999996,107.86,1.223113
2019/03/08 09:30,12.8,992.599976,1.5,314,28,29,14.82,21.96,993.07,8.34,153.31,99.64,20.370000000000005,79.27,0.843691
2019/03/08 09:45,12.5,992.599976,0.8,321,26,28,14.31,22.79,992.99,8.05,153.87,56.96,15.200000000000005,41.76,0.806504
2019/03/08 10:00,11.9,992.599976,1.3,308,15,17,13.78,23.68,992.92,7.61,154.34,31.53,10.790000000000004,20.74,0.4498319999999999
2019/03/08 10:15,11.8,992.900024,1.8,293,1,0,13.11,24.9,992.84,7.18,154.6,2.75,1.97,0.78,0.004264
2019/03/08 10:30,11.5,993.0,0.6,6,0,0,12.55,26.03,992.77,6.91,155.03,0.0,0.0,0.0,0.0
2019/03/08 10:45,11.5,993.099976,0.6,31,0,0,12.09,26.91,992.8,6.79,155.68,0.0,0.0,0.0,0.0
2019/03/08 11:00,11.1,993.200012,0.7,25,0,0,11.72,27.58,992.84,6.74,156.6,0.0,0.0,0.0,0.0
2019/03/08 11:15,10.8,993.400024,1.1,15,0,0,11.38,28.18,992.86,6.68,157.58,0.0,0.0,0.0,0.0
2019/03/08 11:30,10.4,993.5,1.5,25,0,0,11.07,28.84,992.95,6.58,158.58,0.0,0.0,0.0,0.0
2019/03/08 11:45,9.900001,993.599976,1.9,38,0,0,10.75,29.6,993.02,6.41,159.28,0.0,0.0,0.0,0.0
2019/03/08 12:00,9.8,994.0,2.8,31,0,0,10.43,30.47,993.05,6.15,159.67,0.0,0.0,0.0,0.0
2019/03/08 12:15,9.3,993.799988,1.8,32,0,0,10.08,31.44,993.12,5.76,160.0,0.0,0.0,0.0,0.0
2019/03/08 12:30,9.5,993.799988,2.7,16,0,0,9.75,32.49,993.23,5.11,160.5,0.0,0.0,0.0,0.0
2019/03/08 12:45,9.400001,993.700012,2.5,0,0,0,9.43,33.56,993.38,4.1,162.7,0.0,0.0,0.0,0.0
2019/03/08 13:00,9.0,993.900024,2.0,3,0,0,9.17,34.54,993.52,2.83,168.02,0.0,0.0,0.0,0.0
2019/03/08 13:15,8.900001,994.0,1.8,5,0,0,8.89,35.62,993.62,1.55,176.54,0.0,0.0,0.0,0.0
2019/03/08 13:30,8.900001,994.099976,1.4,357,0,0,8.56,36.87,993.63,0.75,205.11,0.0,0.0,0.0,0.0
2019/03/08 13:45,8.5,994.299988,0.8,313,0,0,8.22,38.27,993.42,0.8,322.48,0.0,0.0,0.0,0.0
2019/03/08 14:00,8.1,994.400024,0.8,311,0,0,7.86,39.74,993.24,1.39,329.11,0.0,0.0,0.0,0.0
2019/03/08 14:15,8.2,994.400024,1.8,316,0,0,7.41,41.44,993.14,2.1,323.1,0.0,0.0,0.0,0.0
2019/03/08 14:30,8.2,994.400024,1.9,309,0,0,6.95,42.99,993.17,2.84,317.57,0.0,0.0,0.0,0.0
2019/03/08 14:45,8.1,994.400024,1.3,307,0,0,6.56,44.04,993.22,3.49,316.39,0.0,0.0,0.0,0.0
2019/03/08 15:00,7.9,994.299988,1.9,307,0,0,6.29,44.28,993.25,3.96,317.48,0.0,0.0,0.0,0.0
2019/03/08 15:15,8.0,994.400024,2.0,307,0,0,6.05,44.47,993.33,4.22,317.38,0.0,0.0,0.0,0.0
2019/03/08 15:30,8.1,994.099976,1.8,333,0,0,5.85,44.65,993.44,4.32,315.45,0.0,0.0,0.0,0.0
2019/03/08 15:45,8.1,994.0,1.5,326,0,0,5.74,44.51,993.62,4.36,312.92,0.0,0.0,0.0,0.0
2019/03/08 16:00,8.1,994.0,2.1,332,0,0,5.85,40.37,994.39,3.02,309.82,0.0,0.0,0.0,0.0
2019/03/08 16:15,7.9,994.099976,1.5,319,0,0,5.72,40.57,994.58,3.08,308.52,0.0,0.0,0.0,0.0
2019/03/08 16:30,7.9,994.099976,1.9,330,0,0,5.62,40.65,994.46,3.07,306.41,0.0,0.0,0.0,0.0
2019/03/08 16:45,7.8,994.0,2.2,327,0,0,5.52,40.67,994.31,3.06,305.14,0.0,0.0,0.0,0.0
2019/03/08 17:00,7.7,994.099976,1.5,307,0,0,5.46,40.6,994.16,3.08,305.39,0.0,0.0,0.0,0.0
2019/03/08 17:15,7.5,994.099976,0.7,309,0,0,5.41,40.49,994.04,3.1,306.56,0.0,0.0,0.0,0.0
2019/03/08 17:30,7.4,994.0,1.4,323,0,0,5.36,40.53,994.22,3.09,306.16,0.0,0.0,0.0,0.0
2019/03/08 17:45,7.4,993.900024,1.9,307,0,0,5.28,40.62,994.06,3.03,305.71,0.0,0.0,0.0,0.0
2019/03/08 18:00,7.6,993.799988,2.1,328,0,0,5.21,40.69,994.09,2.94,305.92,0.0,0.0,0.0,0.0
2019/03/08 18:15,7.6,993.400024,1.6,321,0,0,5.11,40.79,994.12,2.88,302.83,0.0,0.0,0.0,0.0
2019/03/08 18:30,7.5,993.099976,2.3,317,0,0,5.02,40.87,993.89,2.85,297.86,0.0,0.0,0.0,0.0
2019/03/08 18:45,7.3,992.700012,3.0,344,0,0,4.95,40.8,993.69,2.85,293.31,0.0,0.0,0.0,0.0
2019/03/08 19:00,7.2,992.599976,2.2,0,0,0,4.93,40.62,993.65,2.92,287.71,0.0,0.0,0.0,0.0
2019/03/09 08:00,13.8,990.900024,3.5,337,174,181,14.83,21.08,992.12,5.14,89.44,291.54,31.140000000000043,260.4,5.16436
2019/03/09 08:15,13.5,991.099976,3.3,1,183,185,14.83,21.12,992.19,4.85,88.22,277.9,32.23999999999998,245.66,5.597594
2019/03/09 08:30,13.4,991.299988,2.3,353,110,119,14.81,21.22,992.14,4.66,86.33,276.98,34.25000000000003,242.73,3.491633
2019/03/09 08:45,13.3,991.299988,3.4,336,166,137,14.74,21.42,992.12,4.52,84.67,249.12,34.44,214.68,4.646359
2019/03/09 09:00,13.2,991.400024,3.4,337,163,140,14.68,21.63,992.13,4.41,83.66,224.22,33.879999999999995,190.34,4.688797
2019/03/09 09:15,13.0,991.599976,1.7,336,113,99,14.54,21.95,992.13,4.3,83.09,171.88,30.5,141.38,3.102641
2019/03/09 09:30,12.7,991.900024,3.1,2,79,72,14.4,22.37,992.1,4.07,82.95,135.07,27.379999999999995,107.69,2.157367
2019/03/09 09:45,12.2,992.099976,3.1,357,42,38,14.13,23.63,992.1,3.58,82.67,80.43,21.15000000000001,59.28,1.111961
2019/03/09 10:00,11.8,992.299988,1.8,333,18,19,13.68,25.91,992.14,3.05,81.6,46.43,15.56,30.87,0.4722399999999999
