date,temp,pressure,wind_speed,wind_dir,sun_radiation,sca_radiation,nwp_tmp,nwp_rh,nwp_surfacepres,nwp_windspeed,nwp_winddir,nwp_shortwaveirrad,nwp_scatterirrad,nwp_directirrad,OT
2019/01/12 12:45,0.1,989.700012,0.8,151,0,0.0,1.98,35.47,991.43,5.3,309.26,0.0,0.0,0.0,0.0
2019/01/12 13:00,0.1,989.700012,0.8,139,0,0.0,2.06,34.63,991.66,5.84,309.4,0.0,0.0,0.0,0.0
2019/01/12 13:15,-0.9,989.700012,0.8,132,0,0.0,2.07,34.24,991.85,6.16,308.84,0.0,0.0,0.0,0.0
2019/01/12 13:30,-0.9,990.799988,0.8,250,0,0.0,2.01,34.21,991.99,6.25,308.07,0.0,0.0,0.0,0.0
2019/01/12 13:45,-0.9,990.799988,0.8,166,0,0.0,1.88,34.42,992.02,6.15,307.29,0.0,0.0,0.0,0.0
2019/01/12 14:00,-0.9,990.799988,0.8,166,0,0.0,1.75,34.66,992.06,5.95,306.52,0.0,0.0,0.0,0.0
2019/01/12 14:15,0.1,990.799988,0.8,54,0,0.0,1.61,34.91,992.14,5.69,305.36,0.0,0.0,0.0,0.0
2019/01/12 14:30,-2.0,990.799988,0.8,121,0,0.0,1.44,35.3,992.22,5.37,302.75,0.0,0.0,0.0,0.0
2019/01/12 14:45,-2.0,990.799988,0.8,5,0,0.0,1.19,35.98,992.29,5.03,298.5,0.0,0.0,0.0,0.0
2019/01/12 15:00,-2.0,990.799988,0.8,23,0,0.0,1.01,36.44,992.37,4.74,292.91,0.0,0.0,0.0,0.0
2019/01/12 15:15,-2.0,991.900024,0.8,137,0,0.0,0.88,36.81,992.46,4.44,286.74,0.0,0.0,0.0,0.0
2019/01/12 15:30,-2.0,991.900024,0.8,30,0,0.0,0.72,37.33,992.57,4.09,280.29,0.0,0.0,0.0,0.0
2019/01/12 15:45,-0.9,991.900024,0.8,243,0,0.0,0.55,37.93,992.7,3.72,273.0,0.0,0.0,0.0,0.0
2019/01/12 16:00,0.1,991.900024,0.8,314,0,0.0,0.89,35.37,993.8,3.75,303.26,0.0,0.0,0.0,0.0
2019/01/12 16:15,0.1,991.900024,0.8,144,0,0.0,0.89,35.16,993.71,4.02,300.04,0.0,0.0,0.0,0.0
2019/01/12 16:30,-2.0,991.900024,0.8,165,0,0.0,0.86,35.15,994.03,4.14,294.43,0.0,0.0,0.0,0.0
2019/01/12 16:45,-3.1,991.900024,0.8,25,0,0.0,0.74,35.48,994.01,4.16,287.41,0.0,0.0,0.0,0.0
2019/01/12 17:00,-3.1,991.900024,0.8,84,0,0.0,0.59,36.01,994.01,4.16,279.11,0.0,0.0,0.0,0.0
2019/01/12 17:15,-3.1,991.900024,0.8,68,0,0.0,0.41,36.79,993.96,4.16,270.76,0.0,0.0,0.0,0.0
2019/01/12 17:30,-3.1,991.900024,0.8,142,0,0.0,0.16,37.96,993.91,4.14,263.02,0.0,0.0,0.0,0.0
2019/01/12 17:45,-3.1,991.900024,0.8,95,0,0.0,-0.12,39.22,993.89,4.13,255.27,0.0,0.0,0.0,0.0
2019/01/12 18:00,-3.1,991.900024,0.8,101,0,0.0,-0.34,40.31,993.94,4.08,249.21,0.0,0.0,0.0,0.0
2019/01/12 18:15,-2.0,991.900024,0.8,144,0,0.0,-0.5,41.13,993.96,3.96,244.72,0.0,0.0,0.0,0.0
2019/01/12 18:30,-2.0,991.900024,0.8,181,0,0.0,-0.62,41.61,993.87,3.78,240.35,0.0,0.0,0.0,0.0
2019/01/12 18:45,-3.1,991.900024,0.8,104,0,0.0,-0.69,41.8,993.92,3.55,236.91,0.0,0.0,0.0,0.0
2019/01/12 19:00,-2.0,991.900024,0.8,7,0,0.0,-0.72,41.78,994.04,3.3,234.11,0.0,0.0,0.0,0.0
2019/01/13 08:00,7.6,990.799988,2.5,208,198,46.080002,6.12,24.77,994.32,4.24,125.87,209.12,34.140000000000015,174.98,3.750975
2019/01/13 08:15,6.5,990.799988,1.6,254,66,43.200001,5.98,25.48,994.53,3.82,127.37,160.43,30.349999999999994,130.08,2.699566
2019/01/13 08:30,6.5,990.799988,1.1,276,52,36.0,5.72,27.61,994.62,3.19,125.5,127.38,27.25999999999999,100.12,1.548698
2019/01/13 08:45,5.4,990.799988,0.0,203,40,30.24,5.18,29.89,994.66,2.74,123.06,77.98,21.35,56.63,1.122451
2019/01/13 09:00,5.4,990.799988,1.1,180,14,12.96,4.73,31.31,994.71,2.55,120.96,46.31,16.05,30.26,0.312581
2019/01/13 09:15,4.3,990.799988,1.0,182,0,0.0,4.23,32.62,994.74,2.4,119.41,5.83,4.03,1.8,0.0
2019/01/13 09:30,4.3,990.799988,1.0,187,0,0.0,3.82,33.84,994.74,2.21,118.26,0.0,0.0,0.0,0.0
2019/01/13 09:45,3.3,991.900024,1.0,136,0,0.0,3.47,34.9,994.72,2.01,117.03,0.0,0.0,0.0,0.0
2019/01/13 10:00,3.3,991.900024,1.0,139,0,0.0,3.17,35.77,994.68,1.8,116.24,0.0,0.0,0.0,0.0
2019/01/13 10:15,2.2,991.900024,1.0,12,0,0.0,2.9,36.58,994.64,1.57,116.39,0.0,0.0,0.0,0.0
2019/01/13 10:30,2.2,991.900024,1.0,47,0,0.0,2.67,37.2,994.58,1.31,117.49,0.0,0.0,0.0,0.0
2019/01/13 10:45,2.2,991.900024,1.0,342,0,0.0,2.48,37.72,994.56,1.03,120.28,0.0,0.0,0.0,0.0
2019/01/13 11:00,1.1,991.900024,1.0,325,0,0.0,2.3,38.22,994.55,0.72,124.82,0.0,0.0,0.0,0.0
2019/01/13 11:15,1.1,991.900024,1.0,2,0,0.0,2.17,38.55,994.56,0.39,130.17,0.0,0.0,0.0,0.0
2019/01/13 11:30,1.1,991.900024,1.0,32,0,0.0,2.07,38.8,994.63,0.2,176.13,0.0,0.0,0.0,0.0
2019/01/13 11:45,1.1,991.900024,1.0,156,0,0.0,1.97,39.05,994.71,0.36,312.2,0.0,0.0,0.0,0.0
2019/01/13 12:00,1.1,991.900024,1.0,71,0,0.0,1.83,39.47,994.79,0.72,319.09,0.0,0.0,0.0,0.0
2019/01/13 12:15,1.1,991.900024,1.0,77,0,0.0,1.67,39.93,994.88,1.09,322.79,0.0,0.0,0.0,0.0
2019/01/13 12:30,1.1,991.900024,1.0,123,0,0.0,1.49,40.51,994.95,1.44,324.46,0.0,0.0,0.0,0.0
2019/01/13 12:45,1.1,991.900024,1.0,104,0,0.0,1.32,41.05,995.02,1.74,325.12,0.0,0.0,0.0,0.0
2019/01/13 13:00,1.1,991.900024,1.0,94,0,0.0,1.18,41.48,995.12,1.95,325.27,0.0,0.0,0.0,0.0
2019/01/13 13:15,0.1,991.900024,1.0,25,0,0.0,1.05,41.79,995.19,2.08,325.38,0.0,0.0,0.0,0.0
2019/01/13 13:30,-0.9,993.0,1.0,116,0,0.0,0.95,42.06,995.24,2.12,325.45,0.0,0.0,0.0,0.0
2019/01/13 13:45,-0.9,993.0,1.0,144,0,0.0,0.85,42.23,995.19,2.1,325.33,0.0,0.0,0.0,0.0
2019/01/13 14:00,-0.9,993.0,1.0,270,0,0.0,0.79,42.27,995.12,2.02,325.27,0.0,0.0,0.0,0.0
2019/01/13 14:15,-0.9,993.0,1.0,335,0,0.0,0.76,42.23,995.1,1.91,325.23,0.0,0.0,0.0,0.0
2019/01/13 14:30,-0.9,993.0,1.0,117,0,0.0,0.72,42.21,995.09,1.78,324.68,0.0,0.0,0.0,0.0
2019/01/13 14:45,-0.9,993.0,1.0,33,0,0.0,0.69,42.19,995.07,1.67,324.06,0.0,0.0,0.0,0.0
2019/01/13 15:00,-0.9,994.099976,1.0,114,0,0.0,0.65,42.21,995.07,1.57,323.85,0.0,0.0,0.0,0.0
2019/01/13 15:15,-0.9,994.099976,1.0,99,0,0.0,0.6,42.26,995.09,1.46,323.92,0.0,0.0,0.0,0.0
2019/01/13 15:30,-0.9,994.099976,1.0,137,0,0.0,0.55,42.33,995.12,1.36,323.98,0.0,0.0,0.0,0.0
2019/01/13 15:45,-0.9,994.099976,1.0,13,0,0.0,0.5,42.47,995.15,1.26,324.51,0.0,0.0,0.0,0.0
2019/01/13 16:00,-0.9,994.099976,1.0,93,0,0.0,0.55,37.63,994.21,0.85,72.43,0.0,0.0,0.0,0.0
2019/01/13 16:15,-0.9,994.099976,1.0,109,0,0.0,0.38,38.4,994.03,0.93,86.32,0.0,0.0,0.0,0.0
2019/01/13 16:30,-2.0,994.099976,1.0,124,0,0.0,0.21,39.19,994.11,0.95,85.39,0.0,0.0,0.0,0.0
2019/01/13 16:45,-2.0,994.099976,1.0,3,0,0.0,0.03,39.97,994.0,0.93,86.23,0.0,0.0,0.0,0.0
2019/01/13 17:00,-2.0,994.099976,1.0,328,0,0.0,-0.12,40.65,994.07,0.88,82.77,0.0,0.0,0.0,0.0
2019/01/13 17:15,-2.0,994.099976,1.0,30,0,0.0,-0.25,41.19,994.11,0.79,86.38,0.0,0.0,0.0,0.0
2019/01/13 17:30,-2.0,994.099976,1.0,126,0,0.0,-0.35,41.49,994.32,0.72,89.06,0.0,0.0,0.0,0.0
2019/01/13 17:45,-2.0,994.099976,1.0,128,0,0.0,-0.43,41.69,994.35,0.67,96.66,0.0,0.0,0.0,0.0
2019/01/13 18:00,-2.0,994.099976,1.0,104,0,0.0,-0.5,41.82,994.4,0.61,78.34,0.0,0.0,0.0,0.0
2019/01/13 18:15,-2.0,994.099976,1.0,339,0,0.0,-0.56,41.91,994.41,0.53,58.66,0.0,0.0,0.0,0.0
2019/01/13 18:30,-3.1,994.099976,1.0,122,0,0.0,-0.58,41.86,994.43,0.47,34.89,0.0,0.0,0.0,0.0
2019/01/13 18:45,-3.1,993.0,1.0,38,0,0.0,-0.58,41.74,994.43,0.45,355.39,0.0,0.0,0.0,0.0
2019/01/13 19:00,-3.1,993.0,1.0,76,0,0.0,-0.56,41.52,994.47,0.51,322.12,0.0,0.0,0.0,0.0
2019/01/14 08:00,6.4,988.599976,1.1,266,91,61.200001,6.8,30.16,990.87,2.19,136.28,208.69,34.25,174.44,1.889696
2019/01/14 08:15,5.3,988.599976,0.0,127,68,49.68,6.77,32.0,991.1,2.0,131.9,159.69,30.359999999999985,129.33,2.202277
2019/01/14 08:30,5.3,988.599976,1.5,166,50,39.599998,6.55,32.94,991.22,1.9,126.07,125.52,27.0,98.52,1.605531
2019/01/14 08:45,5.3,988.599976,0.4,37,28,25.200001,6.08,34.45,991.3,1.92,115.31,75.88,20.91,54.97,0.8809110000000001
2019/01/14 09:00,4.2,988.599976,0.3,153,22,20.879999,5.51,36.27,991.41,2.08,97.76,44.52,15.690000000000005,28.83,0.48308
2019/01/14 09:15,4.2,988.599976,0.0,123,0,7.92,4.7,39.01,991.57,2.45,73.94,6.75,4.49,2.26,0.0
2019/01/14 09:30,3.2,988.599976,0.0,128,0,0.0,3.71,42.73,991.82,2.95,53.73,0.0,0.0,0.0,0.0
2019/01/14 09:45,2.1,988.599976,0.0,137,0,0.0,3.06,45.28,992.16,3.24,39.5,0.0,0.0,0.0,0.0
2019/01/14 10:00,2.1,989.700012,0.0,109,0,0.0,2.83,45.57,992.48,3.02,27.56,0.0,0.0,0.0,0.0
2019/01/14 10:15,2.1,989.700012,0.0,44,0,0.0,2.87,44.28,992.76,2.63,359.1,0.0,0.0,0.0,0.0
2019/01/14 10:30,2.1,989.700012,0.0,88,0,0.0,2.8,43.56,993.04,2.72,322.13,0.0,0.0,0.0,0.0
2019/01/14 10:45,2.1,989.700012,0.0,17,0,0.0,2.53,43.62,993.28,3.17,307.64,0.0,0.0,0.0,0.0
2019/01/14 11:00,2.1,990.799988,0.0,148,0,0.0,2.33,42.79,993.51,3.47,301.32,0.0,0.0,0.0,0.0
2019/01/14 11:15,1.1,990.799988,0.0,4,0,0.0,2.21,41.31,993.72,3.52,301.91,0.0,0.0,0.0,0.0
2019/01/14 11:30,2.1,990.799988,0.0,21,0,0.0,2.21,39.36,993.98,3.59,307.42,0.0,0.0,0.0,0.0
2019/01/14 11:45,1.1,991.900024,1.4,123,0,0.0,2.17,37.81,994.27,3.9,314.11,0.0,0.0,0.0,0.0
2019/01/14 12:00,1.1,991.900024,1.2,65,0,0.0,1.98,37.31,994.61,4.44,322.02,0.0,0.0,0.0,0.0
2019/01/14 12:15,1.1,993.0,0.0,135,0,0.0,1.71,37.82,995.03,5.1,330.16,0.0,0.0,0.0,0.0
2019/01/14 12:30,1.1,993.0,0.3,18,0,0.0,1.42,38.89,995.51,5.72,335.03,0.0,0.0,0.0,0.0
2019/01/14 12:45,1.1,993.0,1.3,37,0,0.0,1.13,40.07,995.99,6.09,334.75,0.0,0.0,0.0,0.0
2019/01/14 13:00,1.1,993.0,0.0,110,0,0.0,0.86,40.76,996.48,6.14,330.83,0.0,0.0,0.0,0.0
2019/01/14 13:15,0.1,994.099976,0.3,41,0,0.0,0.6,41.0,996.97,5.91,329.49,0.0,0.0,0.0,0.0
2019/01/14 13:30,0.1,994.099976,0.0,11,0,0.0,0.31,41.31,997.39,5.57,330.4,0.0,0.0,0.0,0.0
2019/01/14 13:45,0.1,994.099976,0.0,102,0,0.0,0.09,41.2,997.67,5.39,333.17,0.0,0.0,0.0,0.0
2019/01/14 14:00,1.1,994.099976,0.0,109,0,0.0,-0.08,40.58,998.01,5.43,336.89,0.0,0.0,0.0,0.0
2019/01/14 14:15,0.1,995.200012,1.1,121,0,0.0,-0.26,39.87,998.39,5.49,342.81,0.0,0.0,0.0,0.0
2019/01/14 14:30,1.1,995.200012,0.0,111,0,0.0,-0.44,39.13,998.74,5.55,351.88,0.0,0.0,0.0,0.0
2019/01/14 14:45,0.1,995.200012,1.2,116,0,0.0,-0.66,38.67,999.08,5.67,2.37,0.0,0.0,0.0,0.0
2019/01/14 15:00,0.1,996.299988,0.0,85,0,0.0,-0.95,38.78,999.44,5.86,11.21,0.0,0.0,0.0,0.0
2019/01/14 15:15,0.1,996.299988,0.4,150,0,0.0,-1.28,38.96,999.81,6.08,15.75,0.0,0.0,0.0,0.0
2019/01/14 15:30,0.1,996.299988,0.4,118,0,0.0,-1.63,38.93,1000.22,6.34,15.55,0.0,0.0,0.0,0.0
2019/01/14 15:45,0.1,996.299988,1.5,134,0,0.0,-1.98,38.61,1000.66,6.61,12.79,0.0,0.0,0.0,0.0
2019/01/14 16:00,0.1,996.299988,0.4,25,0,0.0,-1.87,31.98,1000.77,6.27,26.06,0.0,0.0,0.0,0.0
2019/01/14 16:15,0.1,996.299988,0.4,88,0,0.0,-2.12,31.4,1000.95,6.3,25.62,0.0,0.0,0.0,0.0
2019/01/14 16:30,0.1,996.299988,0.6,43,0,0.0,-2.36,30.85,1001.13,6.28,25.25,0.0,0.0,0.0,0.0
2019/01/14 16:45,-0.9,997.400024,0.6,91,0,0.0,-2.62,30.53,1001.16,6.23,25.88,0.0,0.0,0.0,0.0
2019/01/14 17:00,-0.9,997.400024,0.7,11,0,0.0,-2.85,30.25,1001.46,6.2,26.77,0.0,0.0,0.0,0.0
2019/01/14 17:15,-0.9,997.400024,0.7,162,0,0.0,-3.09,30.11,1001.35,6.14,27.05,0.0,0.0,0.0,0.0
2019/01/14 17:30,-0.9,997.400024,0.7,161,0,0.0,-3.27,30.04,1001.94,5.94,27.1,0.0,0.0,0.0,0.0
2019/01/14 17:45,-3.1,997.400024,0.7,187,0,0.0,-3.45,30.16,1002.3,5.7,28.81,0.0,0.0,0.0,0.0
2019/01/14 18:00,-3.1,997.400024,0.6,349,0,0.0,-3.62,30.31,1002.59,5.57,30.74,0.0,0.0,0.0,0.0
2019/01/14 18:15,-3.1,998.5,0.8,138,0,0.0,-3.78,30.46,1002.98,5.53,32.66,0.0,0.0,0.0,0.0
2019/01/14 18:30,-3.1,998.5,0.8,106,0,0.0,-3.95,30.56,1003.14,5.54,35.43,0.0,0.0,0.0,0.0
2019/01/14 18:45,-3.1,998.5,1.5,265,0,0.0,-4.12,30.55,1003.33,5.52,38.67,0.0,0.0,0.0,0.0
2019/01/14 19:00,-3.1,998.5,0.8,273,0,0.0,-4.31,30.59,1003.2,5.48,41.73,0.0,0.0,0.0,0.0
2019/01/15 08:00,-0.1,999.599976,2.2,187,300,29.52,-2.44,20.09,1003.14,4.18,141.68,220.4,34.94,185.46,4.9586760000000005
2019/01/15 08:15,-0.1,999.599976,1.9,241,50,23.76,-2.55,20.54,1003.3,4.5,144.39,170.72,31.19,139.53,3.31052
2019/01/15 08:30,-1.1,999.599976,1.7,90,38,20.879999,-2.68,21.09,1003.35,4.74,146.82,136.93,28.15000000000001,108.78,2.301735
2019/01/15 08:45,-1.1,999.599976,1.2,209,18,12.24,-2.91,22.02,1003.34,4.81,148.53,86.25,22.380000000000003,63.87,0.48308
2019/01/15 09:00,-1.1,999.599976,0.0,346,0,6.48,-3.21,23.31,1003.31,4.7,149.58,53.45,17.28,36.17,0.1847069999999999
2019/01/15 09:15,-2.1,999.599976,1.4,303,0,7.92,-3.66,24.76,1003.25,4.49,150.64,9.92,5.92,4.0,0.0
2019/01/15 09:30,-2.1,999.599976,0.0,142,0,0.0,-4.02,25.95,1003.17,4.27,152.32,0.0,0.0,0.0,0.0
2019/01/15 09:45,-3.2,999.599976,0.0,29,0,0.0,-4.24,26.83,1003.07,4.09,154.8,0.0,0.0,0.0,0.0
2019/01/15 10:00,-3.2,999.599976,1.0,312,0,0.0,-4.39,27.36,1002.97,3.99,158.34,0.0,0.0,0.0,0.0
2019/01/15 10:15,-3.2,999.599976,1.0,153,0,0.0,-4.48,27.68,1002.85,3.96,162.43,0.0,0.0,0.0,0.0
2019/01/15 10:30,-4.2,999.599976,1.0,352,0,0.0,-4.54,27.77,1002.72,3.91,166.41,0.0,0.0,0.0,0.0
2019/01/15 10:45,-4.2,999.599976,1.0,31,0,0.0,-4.55,27.75,1002.57,3.78,170.39,0.0,0.0,0.0,0.0
2019/01/15 11:00,-4.2,999.599976,1.0,112,0,0.0,-4.59,27.88,1002.4,3.5,174.71,0.0,0.0,0.0,0.0
2019/01/15 11:15,-4.2,999.599976,1.0,40,0,0.0,-4.59,28.05,1002.31,3.12,179.84,0.0,0.0,0.0,0.0
2019/01/15 11:30,-4.2,999.599976,1.0,129,0,0.0,-4.54,28.08,1002.3,2.72,185.54,0.0,0.0,0.0,0.0
2019/01/15 11:45,-4.2,999.599976,1.0,170,0,0.0,-4.53,28.49,1002.29,2.33,191.44,0.0,0.0,0.0,0.0
2019/01/15 12:00,-4.2,999.599976,1.0,115,0,0.0,-4.5,28.61,1002.22,2.04,196.39,0.0,0.0,0.0,0.0
2019/01/15 12:15,-4.2,999.599976,1.0,347,0,0.0,-4.42,28.56,1002.18,1.86,198.89,0.0,0.0,0.0,0.0
2019/01/15 12:30,-4.2,999.599976,1.0,40,0,0.0,-4.38,28.69,1002.16,1.73,199.35,0.0,0.0,0.0,0.0
2019/01/15 12:45,-4.2,999.599976,1.0,3,0,0.0,-4.33,28.74,1002.16,1.62,198.32,0.0,0.0,0.0,0.0
2019/01/15 13:00,-4.2,999.599976,1.0,48,0,0.0,-4.34,28.9,1002.16,1.46,195.96,0.0,0.0,0.0,0.0
2019/01/15 13:15,-4.2,999.599976,1.0,119,0,0.0,-4.3,28.99,1002.13,1.21,195.37,0.0,0.0,0.0,0.0
2019/01/15 13:30,-4.2,999.599976,1.2,92,0,0.0,-4.29,29.36,1002.06,0.9,198.82,0.0,0.0,0.0,0.0
2019/01/15 13:45,-4.2,999.599976,0.0,350,0,0.0,-4.34,30.0,1001.93,0.63,210.42,0.0,0.0,0.0,0.0
2019/01/15 14:00,-4.2,999.599976,0.0,14,0,0.0,-4.42,30.7,1001.82,0.52,247.78,0.0,0.0,0.0,0.0
2019/01/15 14:15,-4.2,999.599976,0.0,61,0,0.0,-4.47,31.3,1001.71,0.65,280.08,0.0,0.0,0.0,0.0
2019/01/15 14:30,-4.2,999.599976,0.0,29,0,0.0,-4.53,31.83,1001.53,0.9,290.57,0.0,0.0,0.0,0.0
2019/01/15 14:45,-4.2,999.599976,1.1,148,0,0.0,-4.58,32.3,1001.33,1.16,292.67,0.0,0.0,0.0,0.0
2019/01/15 15:00,-4.2,999.599976,0.0,96,0,0.0,-4.6,32.67,1001.13,1.37,290.31,0.0,0.0,0.0,0.0
2019/01/15 15:15,-4.2,999.599976,0.4,15,0,0.0,-4.61,32.9,1000.92,1.52,285.65,0.0,0.0,0.0,0.0
2019/01/15 15:30,-4.2,999.599976,0.4,35,0,0.0,-4.61,33.0,1000.74,1.61,278.62,0.0,0.0,0.0,0.0
2019/01/15 15:45,-5.3,999.599976,0.4,120,0,0.0,-4.61,33.07,1000.58,1.68,269.81,0.0,0.0,0.0,0.0
2019/01/15 16:00,-5.3,998.5,0.4,32,0,0.0,-3.82,18.61,999.85,0.39,342.4,0.0,0.0,0.0,0.0
2019/01/15 16:15,-5.3,998.5,0.4,134,0,0.0,-3.82,18.72,999.76,0.24,93.46,0.0,0.0,0.0,0.0
2019/01/15 16:30,-4.2,998.5,0.7,64,0,0.0,-3.84,20.12,999.64,0.34,148.24,0.0,0.0,0.0,0.0
2019/01/15 16:45,-4.2,998.5,0.7,99,0,0.0,-3.88,20.42,999.51,0.54,167.18,0.0,0.0,0.0,0.0
2019/01/15 17:00,-4.2,998.5,0.7,111,0,0.0,-3.95,21.35,999.07,0.76,182.97,0.0,0.0,0.0,0.0
2019/01/15 17:15,-4.2,997.400024,0.7,118,0,0.0,-4.0,22.28,998.91,1.01,193.47,0.0,0.0,0.0,0.0
2019/01/15 17:30,-4.2,997.400024,0.7,25,0,0.0,-4.06,22.92,998.83,1.18,201.63,0.0,0.0,0.0,0.0
2019/01/15 17:45,-4.2,997.400024,0.7,97,0,0.0,-4.06,23.48,998.33,1.2,208.73,0.0,0.0,0.0,0.0
2019/01/15 18:00,-5.3,997.400024,0.7,94,0,0.0,-4.11,23.87,998.15,1.12,217.68,0.0,0.0,0.0,0.0
2019/01/15 18:15,-5.3,997.400024,0.7,127,0,0.0,-4.14,23.82,998.03,1.02,234.63,0.0,0.0,0.0,0.0
2019/01/15 18:30,-5.3,997.400024,0.7,106,0,0.0,-4.15,24.07,998.01,1.03,256.97,0.0,0.0,0.0,0.0
2019/01/15 18:45,-5.3,997.400024,0.7,32,0,0.0,-4.25,24.4,997.71,1.16,272.49,0.0,0.0,0.0,0.0
2019/01/15 19:00,-5.3,997.400024,0.7,81,0,0.0,-4.36,24.92,997.6,1.34,280.35,0.0,0.0,0.0,0.0
2019/01/16 08:00,5.3,990.799988,1.5,199,289,34.560001,2.81,14.15,992.22,1.89,145.3,226.94,35.0,191.94,4.489804
2019/01/16 08:15,4.2,990.799988,2.5,307,56,30.24,2.62,16.3,992.2,1.89,147.64,176.7,31.319999999999997,145.38,3.196854
2019/01/16 08:30,3.2,990.799988,1.4,232,44,27.360001,2.33,17.27,992.11,2.01,149.24,142.46,28.360000000000014,114.1,2.045987
2019/01/16 08:45,3.2,990.799988,0.4,206,32,23.040001,1.94,17.91,991.99,2.13,151.91,90.96,22.739999999999995,68.22,1.2077
